OID_,tl_2019_26_bg_GEOID,MEAN_PM25_AVG,FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,Total,Less_than__10_000,F_10_000_to__14_999,F_15_000_to__19_999,F_20_000_to__24_999,F_25_000_to__29_999,F_30_000_to__34_999,F_35_000_to__39_999,F_40_000_to__44_999,F_45_000_to__49_999,F_50_000_to__59_999,F_60_000_to__74_999,F_75_000_to__99_999,F_100_000_to__124_999,F_125_000_to__149_999,F_150_000_to__199_999,F_200_000_or_more,GEO_ID,OBJECTID_1,Total_,No_schooling_completed,Nursery_school,Kindergarten,F1st_grade,F2nd_grade,F3rd_grade,F4th_grade,F5th_grade,F6th_grade,F7th_grade,F8th_grade,F9th_grade,F10th_grade,F11th_grade,F12th_grade__no_diploma,Regular_high_school_diploma,GED_or_alternative_credential,Some_college__less_than_1_year,Some_college__1_or_more_years__no_degree,Associate_s_degree,Bachelor_s_degree,Master_s_degree,Professional_school_degree,Doctorate_degree,GEO_ID_1,OBJECTID_12,Total1,Not_Hispanic_or_Latino,Hispanic_or_Latino,GEO_ID_12,OBJECTID_12_13,Total1_1,White_alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Some_other_race_alone,Two_or_more_races_,Two_races_including_Some_other_race,Two_races_excluding_Some_other_race__and_three_or_more_races,GEO_ID_12_13,OBJECTID_12_13_14,Median_age,Median_age___Male,Median_age___Female,GEO_ID_12_13_14,OBJECTID_12_13_14_15,Estimate__Total,GEO_ID_12_13_14_15,OBJECTID_12_13_14_15_16,GEOID_1,area1,percent1,area4,percent4,OBJECTID_12_13_14_15_16_17,tl_2019_26_bg_GEOID_1,MEAN_gridcode,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
197,2.61635E+11,8.178495,543,26,163,510400,1,261635104001.00,Block Group 1,G5030,S,353803,0,42.4164333,-83.0670037,197,107,0,30,0,16,0,20,0,0,0,35,6,0,0,0,0,0,2.61635E+11,,146,0,0,0,0,0,0,0,5,0,0,0,0,4,31,0,23,0,29,54,0,0,0,0,0,,,,183,0,,,,0,183,0,0,0,0,0,0,0,,,42.7,50.6,24.6,,,183,,,,66236.34861,18.72142585,4500.000936,1.271906372,,,8161494.088,,,0.027140743,3.86965E-05
198,2.61635E+11,8.178495,713,26,163,510400,2,261635104002.00,Block Group 2,G5030,S,899827,26408,42.4137927,-83.0809171,198,39,6,0,0,0,15,0,0,18,0,0,0,0,0,0,0,0,2.61635E+11,,70,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,9,0,0,21,0,0,0,0,0,,,,93,0,,,,0,93,0,0,0,0,0,0,0,,,48.8,48.9,,,,93,,,,112122.6982,12.10517642,2092.539542,0.225918219,,,16172456.66,,,0.045184578,0.000101302
199,2.61635E+11,8.178495,544,26,163,510400,3,261635104003.00,Block Group 3,G5030,S,325406,0,42.4153404,-83.0732583,199,114,24,18,14,25,0,5,0,5,0,11,6,6,0,0,0,0,2.61635E+11,,152,12,0,0,0,0,0,0,0,0,0,0,0,11,0,0,45,23,6,35,16,4,0,0,0,,,,238,0,,,,0,238,0,0,0,0,0,0,0,,,40.9,58.1,40.6,,,238,,,,54528.29947,16.756884,7161.070927,2.200641428,,,5057161.9,,,0.026281917,3.55907E-05
200,2.61635E+11,8.178495,778,26,163,510500,1,261635105001.00,Block Group 1,G5030,S,638080,0,42.4065336,-83.0743123,200,76,45,0,0,6,3,0,0,0,0,22,0,0,0,0,0,0,2.61635E+11,,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,17,0,0,0,0,,,,135,0,,,,0,135,0,0,0,0,0,0,0,,,32.7,36.7,17.8,,,135,,,,68521.19877,10.73857873,6298.958816,0.987166984,,,17153116.09,,,0.035301689,6.97792E-05
201,2.61635E+11,8.178495,112,26,163,510500,2,261635105002.00,Block Group 2,G5030,S,188633,0,42.4093521,-83.0616288,201,445,101,57,19,44,0,0,2,39,0,7,62,57,20,0,26,11,2.61635E+11,,967,0,0,0,0,11,12,0,92,10,18,16,3,157,17,0,258,0,50,115,52,107,13,3,33,,,,1854,0,,,,137,242,0,1475,0,0,0,0,0,,,26,28.4,24.3,,,1854,,,,2385.09331,1.264408311,,,,,1950336.095,,,0.024112454,2.06293E-05
202,2.61635E+11,8.178495,775,26,163,510500,3,261635105003.00,Block Group 3,G5030,S,396280,0,42.4096832,-83.0673113,202,43,0,13,0,0,9,0,0,7,0,7,0,0,7,0,0,0,2.61635E+11,,96,26,0,0,0,0,0,0,0,0,0,0,0,9,0,0,50,0,0,11,0,0,0,0,0,,,,199,0,,,,0,104,0,95,0,0,0,0,0,,,23.5,16.5,34.9,,,199,,,,42217.49478,10.65350836,4793.579061,1.209650995,,,4954776.341,,,0.029203546,4.3338E-05
203,2.61635E+11,8.178495,690,26,163,510500,4,261635105004.00,Block Group 4,G5030,S,214086,0,42.4125415,-83.0621179,203,600,40,71,60,13,48,113,38,96,39,66,9,7,0,0,0,0,2.61635E+11,,1211,21,0,0,0,0,0,7,192,46,0,49,0,60,90,0,238,0,64,202,92,97,53,0,0,,,,2016,53,,,,184,72,13,1791,0,0,9,0,9,,,26.8,27.7,25.5,,,2069,,,,8839.372523,4.128888609,,,,,6740118.211,,,0.020199854,2.34141E-05
204,2.61635E+11,8.178495,780,26,163,510600,1,261635106001.00,Block Group 1,G5030,S,783369,0,42.4066888,-83.0424091,204,368,111,47,63,9,20,0,0,0,52,0,6,34,0,26,0,0,2.61635E+11,,530,12,0,0,0,0,0,0,0,0,0,21,49,16,11,0,132,0,9,202,27,25,26,0,0,,,,999,0,,,,267,706,0,0,0,9,17,0,17,,,28.1,28.1,26.9,,,999,,,,63770.36444,8.140534975,7776.34369,0.992680508,,,3203649.492,,,0.04747056,8.56671E-05
205,2.61635E+11,8.178495,113,26,163,510600,2,261635106002.00,Block Group 2,G5030,S,314184,0,42.4066768,-83.0515765,205,576,50,60,116,18,23,58,34,34,0,35,60,21,46,21,0,0,2.61635E+11,,1273,63,0,0,0,0,0,0,21,0,20,92,52,9,0,186,161,40,8,229,0,329,55,8,0,,,,2285,0,,,,1181,29,0,1008,0,0,67,67,0,,,28.1,25.7,29.4,,,2285,,,,11562.12955,3.680057932,1476.342916,0.469898511,,,1933384.318,,,0.025711028,3.43583E-05
206,2.61635E+11,8.178495,114,26,163,510600,3,261635106003.00,Block Group 3,G5030,S,283814,0,42.410195,-83.0524013,206,648,85,0,59,76,104,60,0,58,31,8,22,73,61,0,11,0,2.61635E+11,,1441,40,0,0,0,0,16,0,154,47,32,48,36,105,38,43,495,57,9,97,55,142,27,0,0,,,,2784,6,,,,830,505,0,1422,0,0,33,0,33,,,25.4,23,25.8,,,2790,,,,9941.952636,3.50296227,900.0006729,0.317107566,,,2430819.125,,,0.027479234,3.1039E-05
207,2.61635E+11,8.178495,784,26,163,510700,1,261635107001.00,Block Group 1,G5030,S,301649,0,42.3966431,-83.0396903,207,220,0,51,49,28,0,31,3,0,8,19,10,21,0,0,0,0,2.61635E+11,,317,0,0,0,0,0,0,0,0,0,0,12,0,23,3,20,109,49,27,49,10,0,15,0,0,,,,633,0,,,,219,414,0,0,0,0,0,0,0,,,27.1,34.6,15.6,,,633,,,,45605.24452,15.11870249,13004.46423,4.311140699,,,1777758.25,,,0.024606374,3.29823E-05
208,2.61635E+11,8.178495,115,26,163,510700,2,261635107002.00,Block Group 2,G5030,S,265510,0,42.3902412,-83.0400904,208,317,26,32,83,10,46,34,20,19,8,6,21,12,0,0,0,0,2.61635E+11,,684,106,0,0,0,0,0,0,37,11,35,23,8,12,40,18,229,3,12,59,22,52,17,0,0,,,,1373,0,,,,1123,44,0,4,0,77,125,0,125,,,24.9,25.8,22.3,,,1373,,,,15059.05879,5.671749119,2376.343227,0.895010956,,,2051408.739,,,0.024129348,2.9028E-05
209,2.61635E+11,8.178495,118,26,163,511000,1,261635110001.00,Block Group 1,G5030,S,624900,0,42.3905117,-83.0279439,209,84,19,17,0,9,26,0,8,0,5,0,0,0,0,0,0,0,2.61635E+11,,149,8,0,0,0,0,0,0,0,31,0,0,0,0,0,0,20,11,0,42,27,10,0,0,0,,,,164,0,,,,0,164,0,0,0,0,0,0,0,,,63.2,63.3,56.9,,,164,,,,48221.93428,7.716743141,7208.753763,1.153585023,,,12448683.72,,,0.049815051,6.83201E-05
210,2.61635E+11,8.178495,617,26,163,511000,2,261635110002.00,Block Group 2,G5030,S,2086543,0,42.399905,-83.0270858,210,81,13,6,0,0,0,10,0,37,0,0,0,0,15,0,0,0,2.61635E+11,,121,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,16,7,13,39,0,0,19,0,0,,,,211,0,,,,18,193,0,0,0,0,0,0,0,,,30.7,17.2,40.6,,,211,,,,108076.8232,5.179708482,4499.999367,0.215667746,,,2619402.214,,,0.093012908,0.000228171
211,2.61635E+11,8.178495,116,26,163,511000,3,261635110003.00,Block Group 3,G5030,S,1440969,0,42.4095854,-83.0282811,211,221,94,8,26,34,9,0,12,18,0,20,0,0,0,0,0,0,2.61635E+11,,418,7,0,0,0,0,0,0,0,6,13,0,13,0,21,39,110,81,5,91,17,15,0,0,0,,,,654,0,,,,0,624,0,0,0,0,30,0,30,,,28.3,25.8,31.1,,,654,,,,131318.8617,9.113221162,35894.75022,2.49101152,,,5506085.264,,,0.051276827,0.000157587
212,2.61635E+11,8.178495,117,26,163,511000,4,261635110004.00,Block Group 4,G5030,S,903637,0,42.3861825,-83.0325256,212,262,48,41,53,38,15,26,0,18,5,18,0,0,0,0,0,0,2.61635E+11,,314,4,0,3,0,0,0,0,0,0,6,0,10,0,37,26,86,5,21,84,13,7,12,0,0,,,,521,12,,,,54,433,0,13,0,18,15,0,15,,,33,36.3,32.4,,,533,,,,156217.3286,17.28760135,24633.33464,2.726018125,,,12763131.42,,,0.040874255,9.87877E-05
213,2.61635E+11,8.178495,388,26,163,511200,1,261635112001.00,Block Group 1,G5030,S,1174170,0,42.3756536,-83.0650167,213,407,104,59,21,10,0,39,21,33,29,30,36,25,0,0,0,0,2.61635E+11,,658,4,0,0,0,0,0,0,0,0,0,0,6,5,27,24,160,61,30,164,77,83,17,0,0,,,,904,0,,,,74,825,5,0,0,0,0,0,0,,,46.6,49.6,42.5,,,904,,,,125509.61,10.68920632,16776.3463,1.428781645,,,19915122.67,,,0.054911118,0.000128342
214,2.61635E+11,8.178495,389,26,163,511200,2,261635112002.00,Block Group 2,G5030,S,168466,0,42.381487,-83.0716199,214,124,36,0,25,16,0,0,0,0,6,29,0,7,5,0,0,0,2.61635E+11,,166,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,19,39,37,26,12,10,0,0,0,,,,300,0,,,,4,294,2,0,0,0,0,0,0,,,30.5,19.5,30.6,,,300,,,,29787.271,17.68146206,2662.527453,1.580452877,,,2201912.35,,,0.017998962,1.84157E-05
215,2.61635E+11,8.178495,663,26,163,511300,1,261635113001.00,Block Group 1,G5030,S,316673,0,42.4154923,-83.0470776,215,357,91,47,24,7,17,27,14,40,0,6,21,59,4,0,0,0,2.61635E+11,,921,33,0,0,0,22,0,0,0,53,6,17,19,54,39,54,230,53,44,127,75,65,0,22,8,,,,1538,0,,,,1024,344,0,119,0,8,43,19,24,,,28.5,29.2,26.4,,,1538,,,,54476.17761,17.20262723,4216.074431,1.331362808,,,2634572.069,,,0.024521396,3.46354E-05
216,2.61635E+11,8.178495,781,26,163,511300,2,261635113002.00,Block Group 2,G5030,S,422183,0,42.4155024,-83.0414342,216,197,67,8,6,14,24,0,0,0,11,22,19,15,6,5,0,0,2.61635E+11,,311,0,0,0,0,0,0,0,0,0,6,26,0,0,14,0,107,0,42,68,6,19,17,6,0,,,,491,0,,,,102,389,0,0,0,0,0,0,0,,,28.5,28.8,25.1,,,491,,,,89443.06084,21.18588111,3390.583049,0.803108578,,,4151061.917,,,0.02721729,4.61752E-05
217,2.61635E+11,8.178495,622,26,163,511300,3,261635113003.00,Block Group 3,G5030,S,775028,0,42.4153993,-83.0554077,217,154,39,6,25,0,5,4,11,7,5,21,9,22,0,0,0,0,2.61635E+11,,288,0,0,0,0,0,0,0,0,0,0,11,0,24,16,0,114,33,0,44,30,8,8,0,0,,,,485,0,,,,32,386,0,0,0,19,48,25,23,,,28.3,21.2,29.5,,,485,,,,83913.87084,10.82718976,7191.950579,0.927958785,,,6471188.897,,,0.041258105,8.47669E-05
218,2.61635E+11,8.178495,737,26,163,511400,1,261635114001.00,Block Group 1,G5030,S,716721,0,42.392258,-83.0734388,218,164,22,16,18,0,20,42,0,0,17,0,17,0,0,12,0,0,2.61635E+11,,233,0,0,0,0,0,0,0,0,0,21,0,0,0,42,26,61,8,0,30,33,12,0,0,0,,,,496,0,,,,171,325,0,0,0,0,0,0,0,,,24.6,23.8,24.8,,,496,,,,33671.49949,4.697983602,4508.758556,0.629080204,,,7990509.21,,,0.039274197,7.83611E-05
219,2.61635E+11,8.178495,155,26,163,511400,2,261635114002.00,Block Group 2,G5030,S,413038,0,42.3876675,-83.0831222,219,302,57,84,19,66,0,42,34,0,0,0,0,0,0,0,0,0,2.61635E+11,,437,5,0,0,0,0,0,0,0,3,4,11,8,13,10,32,73,115,11,125,4,20,3,0,0,,,,683,35,,,,74,609,0,0,0,0,35,35,0,,,41.2,41.8,39.5,,,718,,,,77955.94138,18.8738007,7453.18207,1.804479177,,,4738585.024,,,0.035346762,4.51552E-05
220,2.61635E+11,8.178495,390,26,163,511400,3,261635114003.00,Block Group 3,G5030,S,189510,0,42.393943,-83.0817738,220,92,0,9,43,0,0,0,0,9,0,0,0,14,17,0,0,0,2.61635E+11,,189,0,0,0,0,0,9,0,0,0,0,16,0,4,9,0,36,53,20,34,8,0,0,0,0,,,,269,20,,,,4,117,93,0,0,20,55,0,55,,,36.8,37,31.9,,,289,,,,95780.4212,50.54113305,576.3419659,0.304122446,,,1151915.318,,,0.019403238,2.07202E-05
221,2.61635E+11,8.178495,391,26,163,511400,4,261635114004.00,Block Group 4,G5030,S,181600,0,42.3912221,-83.0798865,221,89,23,0,0,16,0,0,10,0,10,0,12,0,8,10,0,0,2.61635E+11,,236,0,0,0,0,0,0,0,0,8,0,0,8,15,0,0,45,75,0,37,10,29,9,0,0,,,,247,0,,,,29,207,0,0,0,0,11,0,11,,,62.2,62.7,52.9,,,247,,,,64140.29062,35.31945794,2376.343545,1.308556058,,,1427879.9,,,0.0191516,1.98545E-05
222,2.61635E+11,8.178495,611,26,163,511400,5,261635114005.00,Block Group 5,G5030,S,445910,0,42.3866051,-83.0768128,222,355,101,52,59,10,0,36,0,0,0,27,0,40,8,0,9,13,2.61635E+11,,526,0,0,0,0,0,0,0,0,0,29,0,0,57,22,0,128,28,9,104,10,57,65,9,8,,,,603,11,,,,91,493,0,0,0,9,21,0,21,,,52.2,60,44,,,614,,,,127566.3706,28.60813006,4253.67936,0.953933327,,,2193149.905,,,0.028454223,4.87481E-05
223,2.61635E+11,8.178495,613,26,163,511900,1,261635119001.00,Block Group 1,G5030,S,791047,0,42.3708072,-83.0700671,223,542,178,70,39,18,36,71,15,19,0,23,0,34,6,7,6,20,2.61635E+11,,769,25,0,0,0,0,0,0,0,0,0,7,0,43,5,70,179,55,46,147,87,64,13,19,9,,,,865,0,,,,155,710,0,0,0,0,0,0,0,,,54.7,55.8,47.7,,,865,,,,43344.9824,5.479425144,4794.643114,0.606111402,,,14223320.51,,,0.040976476,8.64584E-05
224,2.61635E+11,8.178495,612,26,163,511900,2,261635119002.00,Block Group 2,G5030,S,361632,0,42.379467,-83.0758504,224,177,25,8,13,5,12,8,14,4,12,9,27,0,24,5,5,6,2.61635E+11,,298,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,40,44,20,80,18,55,23,0,0,,,,484,20,,,,196,308,0,0,0,0,0,0,0,,,29,27.2,29.7,,,504,,,,92999.59855,25.7165623,4134.389822,1.143255402,,,3241064.235,,,0.025534634,3.95304E-05
225,2.61635E+11,7.516025833,394,26,163,512100,1,261635121001.00,Block Group 1,G5030,S,177586,0,42.3969142,-82.9632648,225,184,51,6,0,15,0,0,84,0,0,0,17,11,0,0,0,0,2.61635E+11,,282,0,0,0,0,0,0,0,0,0,0,0,0,26,120,10,19,64,0,15,0,11,17,0,0,,,,528,0,,,,0,528,0,0,0,0,0,0,0,,,25.4,25.1,42.2,,,528,,,,54554.81352,30.72017509,6876.343919,3.872114586,,,1605953.85,,,0.018527078,1.94174E-05
226,2.61635E+11,7.516025833,744,26,163,512100,2,261635121002.00,Block Group 2,G5030,S,282682,0,42.4003641,-82.9683996,226,209,41,60,0,10,0,0,0,0,0,21,20,45,0,0,0,12,2.61635E+11,,437,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,157,33,18,171,0,16,0,8,0,,,,679,0,,,,7,672,0,0,0,0,0,0,0,,,37.7,29.5,40.3,,,679,,,,126162.8843,44.63082832,5111.469752,1.80821111,,,27692822.81,,,0.032215303,3.09101E-05
227,2.61635E+11,7.516025833,554,26,163,512100,3,261635121003.00,Block Group 3,G5030,S,212550,0,42.3955736,-82.9667813,227,228,0,7,0,28,0,86,11,18,14,14,26,0,24,0,0,0,2.61635E+11,,526,25,0,0,0,0,0,0,0,0,0,0,7,0,79,0,73,91,52,160,32,0,7,0,0,,,,643,0,,,,0,627,6,10,0,0,0,0,0,,,38.4,38.7,31.8,,,643,,,,100758.6855,47.40469168,4832.397236,2.273534037,,,1966452.87,,,0.02013661,2.32399E-05
228,2.61635E+11,7.516025833,392,26,163,512100,4,261635121004.00,Block Group 4,G5030,S,231619,0,42.4024107,-82.9624322,228,164,75,0,30,0,7,0,0,0,0,18,0,0,9,25,0,0,2.61635E+11,,287,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,113,0,28,85,0,34,7,0,0,,,,470,0,,,,34,436,0,0,0,0,0,0,0,,,35.5,30.1,62.1,,,470,,,,62143.30192,26.82987244,5399.99838,2.331406012,,,27830715.07,,,0.024003934,2.53276E-05
229,2.61635E+11,7.516025833,393,26,163,512100,5,261635121005.00,Block Group 5,G5030,S,289757,0,42.39837,-82.9589519,229,194,14,0,22,9,85,0,10,7,0,0,8,28,0,11,0,0,2.61635E+11,,279,0,0,0,0,0,0,0,0,23,0,0,6,0,31,0,106,9,0,40,16,20,28,0,0,,,,387,0,,,,28,359,0,0,0,0,0,0,0,,,43.7,43.5,53.7,,,387,,,,58447.29293,20.17114815,9576.340424,3.304956855,,,2623354.367,,,0.023102147,3.16829E-05
230,2.61635E+11,7.516025833,100,26,163,512200,1,261635122001.00,Block Group 1,G5030,S,608257,0,42.3930578,-82.9743404,230,284,126,44,82,27,5,0,0,0,0,0,0,0,0,0,0,0,2.61635E+11,,417,5,0,0,0,0,0,0,0,0,0,0,24,26,51,11,141,60,8,60,0,31,0,0,0,,,,849,0,,,,0,849,0,0,0,0,0,0,0,,,24.6,18.2,30.9,,,849,,,,17884.56332,2.940298459,12843.77757,2.111571792,,,3799246.717,,,0.037587776,6.65031E-05
231,2.61635E+11,7.516025833,787,26,163,512200,2,261635122002.00,Block Group 2,G5030,S,725701,0,42.3972156,-82.9789507,231,93,16,0,30,0,35,0,0,0,0,0,0,0,0,12,0,0,2.61635E+11,,179,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,72,8,0,33,18,18,0,0,0,,,,212,0,,,,0,212,0,0,0,0,0,0,0,,,47.9,48.8,42.2,,,212,,,,116526.847,16.05715141,21712.97583,2.992001838,,,22583324.89,,,0.040460455,7.93488E-05
232,2.61635E+11,7.516025833,716,26,163,512300,1,261635123001.00,Block Group 1,G5030,S,435398,0,42.387853,-82.9686356,232,333,104,42,47,14,29,12,7,12,6,17,0,37,0,0,0,6,2.61635E+11,,551,13,0,0,0,0,0,0,0,0,0,5,25,12,75,24,201,35,27,100,18,9,7,0,0,,,,844,0,,,,0,844,0,0,0,0,0,0,0,,,39.8,38.2,49.5,,,844,,,,129211.5119,29.67668567,14877.86602,3.417077524,,,4045990.357,,,0.032793636,4.75998E-05
233,2.61635E+11,7.516025833,101,26,163,512300,2,261635123002.00,Block Group 2,G5030,S,358429,0,42.3888389,-82.9634973,233,209,103,29,3,0,8,0,0,0,8,25,7,11,10,0,0,5,2.61635E+11,,403,0,0,0,0,0,0,0,3,0,7,0,12,5,32,8,179,55,7,73,14,8,0,0,0,,,,561,0,,,,23,538,0,0,0,0,0,0,0,,,44,51.9,29.6,,,561,,,,147251.3226,41.08212076,14539.44751,4.056407288,,,2528157.719,,,0.027637519,3.91862E-05
234,2.61635E+11,7.516025833,102,26,163,512400,1,261635124001.00,Block Group 1,G5030,S,292111,0,42.3918018,-82.9523929,234,164,102,0,0,0,15,5,0,6,0,5,16,5,5,0,0,5,2.61635E+11,,257,10,0,0,0,0,0,0,0,0,0,0,0,10,25,13,112,5,18,33,21,5,5,0,0,,,,385,0,,,,17,368,0,0,0,0,0,0,0,,,43.6,40.3,47.3,,,385,,,,41782.81854,14.30369273,7199.994388,2.464805176,,,2403059.324,,,0.028781863,3.19372E-05
235,2.61635E+11,7.516025833,201,26,163,512400,2,261635124002.00,Block Group 2,G5030,S,325737,0,42.3910398,-82.9555246,235,108,15,15,0,16,5,5,11,10,16,0,0,11,0,4,0,0,2.61635E+11,,213,12,11,0,0,0,10,0,0,0,0,0,16,20,5,6,59,12,5,26,12,19,0,0,0,,,,242,0,,,,0,242,0,0,0,0,0,0,0,,,52.6,43.7,65.3,,,242,,,,77531.76583,23.80195899,14202.27558,4.36004491,,,2096568.438,,,0.028611859,3.5613E-05
236,2.61635E+11,7.516025833,171,26,163,512400,3,261635124003.00,Block Group 3,G5030,S,383769,0,42.3900601,-82.9593354,236,207,89,11,5,38,12,16,5,0,11,0,15,5,0,0,0,0,2.61635E+11,,293,16,0,0,0,0,0,0,0,0,0,11,0,16,4,18,137,0,5,22,38,26,0,0,0,,,,470,0,,,,5,465,0,0,0,0,0,0,0,,,33.9,35.3,33.4,,,470,,,,135310.9145,35.25836501,23464.5265,6.11422104,,,2421063.321,,,0.029153216,4.19571E-05
237,2.61635E+11,7.516025833,103,26,163,512600,1,261635126001.00,Block Group 1,G5030,S,320222,0,42.3842093,-82.9483419,237,165,50,39,10,13,0,24,0,0,6,0,0,0,17,0,6,0,2.61635E+11,,245,18,0,0,0,0,0,0,0,0,0,0,14,10,0,6,106,21,12,32,0,26,0,0,0,,,,360,0,,,,0,352,0,0,0,0,8,0,8,,,46,47.1,44.7,,,360,,,,41013.64239,12.80788891,25395.39475,7.930565926,,,2743463.7,,,0.025091853,3.50063E-05
238,2.61635E+11,7.516025833,480,26,163,512600,2,261635126002.00,Block Group 2,G5030,S,383864,0,42.3827495,-82.9538573,238,111,12,20,28,13,0,25,0,9,0,0,0,4,0,0,0,0,2.61635E+11,,179,0,0,0,0,0,0,0,0,0,0,0,6,0,36,0,81,13,0,34,0,9,0,0,0,,,,350,0,,,,0,350,0,0,0,0,0,0,0,,,25.2,17.3,25.5,,,350,,,,107392.8504,27.97688311,23214.94663,6.047719621,,,1826917.389,,,0.026793506,4.19625E-05
239,2.61635E+11,7.516025833,104,26,163,512600,3,261635126003.00,Block Group 3,G5030,S,319568,0,42.3813466,-82.9586485,239,122,63,17,15,0,0,5,0,0,0,22,0,0,0,0,0,0,2.61635E+11,,186,0,0,0,0,0,14,0,0,10,0,0,20,0,0,0,63,33,0,46,0,0,0,0,0,,,,229,0,,,,5,222,0,0,0,0,2,0,2,,,51.9,50.7,57.7,,,229,,,,84642.65969,26.48655151,23945.2396,7.492992591,,,1908133.781,,,0.025466322,3.49332E-05
240,2.61635E+11,7.516025833,105,26,163,512600,4,261635126004.00,Block Group 4,G5030,S,360437,0,42.3801153,-82.9629577,240,115,32,11,18,17,7,0,0,0,0,11,0,12,7,0,0,0,2.61635E+11,,205,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13,57,24,13,19,43,0,0,0,20,,,,240,0,,,,0,240,0,0,0,0,0,0,0,,,51.1,45.3,52.1,,,240,,,,68706.75594,19.06211008,15299.99852,4.244855576,,,3831780,,,0.027658954,3.94E-05
241,2.61635E+11,7.516025833,710,26,163,512900,1,261635129001.00,Block Group 1,G5030,S,443933,0,42.3777286,-82.9440397,241,265,63,51,0,40,76,6,23,6,0,0,0,0,0,0,0,0,2.61635E+11,,384,0,0,0,0,0,0,5,0,0,0,0,21,0,39,11,121,73,32,55,6,16,0,0,5,,,,459,63,,,,95,377,0,0,0,50,0,0,0,,,45,46.9,29.6,,,522,,,,71716.80622,16.15484058,22700.84179,5.113564023,,,3000886.878,,,0.029488457,4.85256E-05
242,2.61635E+11,7.516025833,740,26,163,512900,2,261635129002.00,Block Group 2,G5030,S,787337,0,42.3741025,-82.954901,242,168,46,18,23,29,12,0,6,0,0,0,24,0,6,4,0,0,2.61635E+11,,271,17,0,0,0,0,0,0,0,0,0,0,7,18,36,13,67,6,0,38,23,30,16,0,0,,,,557,0,,,,52,505,0,0,0,0,0,0,0,,,24.5,10.2,27.6,,,557,,,,117046.5996,14.86618255,47445.48153,6.026088688,,,3453337.317,,,0.038376989,8.60568E-05
243,2.61635E+11,7.516025833,559,26,163,512900,3,261635129003.00,Block Group 3,G5030,S,282068,0,42.3761264,-82.948254,243,54,46,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,2.61635E+11,,92,8,0,0,0,0,0,0,0,0,0,0,0,0,18,6,48,5,0,0,0,7,0,0,0,,,,149,0,,,,0,149,0,0,0,0,0,0,0,,,39.5,48.1,39.4,,,149,,,,46555.41325,16.50498326,24346.91006,8.631549264,,,2361349.536,,,0.025188318,3.08314E-05
244,2.61635E+11,7.516025833,106,26,163,513200,1,261635132001.00,Block Group 1,G5030,S,224331,0,42.3714401,-82.9386037,244,247,23,34,63,0,32,12,10,0,0,16,28,11,6,7,5,0,2.61635E+11,,362,6,0,0,0,0,0,0,0,0,0,32,0,0,1,6,155,26,5,71,20,19,21,0,0,,,,549,0,,,,96,444,0,0,0,0,9,0,9,,,35.4,36.8,34.3,,,549,,,,76825.12955,34.24642891,5076.344046,2.262887892,,,2589764.75,,,0.021428842,2.45187E-05
245,2.61635E+11,7.516025833,107,26,163,513200,2,261635132002.00,Block Group 2,G5030,S,273853,0,42.3701845,-82.9424205,245,189,21,17,3,4,8,20,12,5,21,24,27,5,0,10,12,0,2.61635E+11,,355,8,0,0,0,0,0,0,0,0,0,5,0,5,12,12,63,31,37,76,33,50,18,0,5,,,,518,0,,,,31,473,0,8,0,0,6,0,6,,,36.4,35.3,46.7,,,518,,,,112456.3514,41.06449099,7776.339496,2.83960327,,,2114001.222,,,0.023755897,2.99307E-05
246,2.61635E+11,7.516025833,87,26,163,513200,3,261635132003.00,Block Group 3,G5030,S,427651,0,42.3647396,-82.9356096,246,216,65,7,0,20,0,15,55,10,0,17,13,7,7,0,0,0,2.61635E+11,,358,0,0,0,0,0,0,0,0,0,0,6,0,7,40,43,67,0,31,91,20,47,6,0,0,,,,596,5,,,,124,433,0,7,0,0,37,0,37,,,41.3,21.4,51.3,,,601,,,,186962.7073,43.71838546,18997.05097,4.442171429,,,925199.1818,,,0.029707392,4.67362E-05
