,Loc ID,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,Directions,Category,LRS ID,LRS Loc Pt,Latitude,Longitude,Latest,Count
20712,78-5352,Saint Joseph,THREE RIVERS,(5) Major Collector,U,BELL ST,5th St,M 86,BETWEEN,5th St AND M 86,2-WAY,EB/WB,Primary,228506.0,0.114,41.92834446,-85.6274238,140.0,140.0
20713,78-5353,Saint Joseph,-,(5) Major Collector,R,6TH ST,Cass St,Green St,BETWEEN,Cass St AND Green St,2-WAY,NE/SW,Primary,230701.0,0.278,41.83584058,-85.6689399,760.0,760.0
20714,78-6605,Saint Joseph,STURGIS,(4) Minor Arterial,U,M-66 NOTTAWA ST.,,,NORTH OF,US 12,2-WAY,NB/SB,Primary,238204.0,2.783,41.79996069,-85.41868521,6367.0,6367.0
20715,78-6607,Saint Joseph,STURGIS,(3) Other Principal Arterial,U,US-12 M-66 CHICAGO,,,WEST OF,M 66,2-WAY,EB/WB,Primary,232106.0,17.822,41.79929581,-85.41900604,11553.0,11553.0
20716,78-6608,Saint Joseph,STURGIS,(5) Major Collector,U,NOTTAWA SOUTH,,,,100 FT SOUTH OF US-12(CHICAGO),2-WAY,NB/SB,,238204.0,2.71,41.79890276,-85.41868243,4048.0,4048.0
20717,78-6609,Saint Joseph,Sturgis,(4) Minor Arterial,U,CENTREVILLE STREET,,,,100 FT NORTH OF US-12(CHICAGO),2-WAY,NB/SB,,238008.0,2.712234,41.79889174,-85.42840952,7619.0,7619.0
20718,78-6610,Saint Joseph,STURGIS,(4) Minor Arterial,U,M-66 CENTERVILLE RD.,,,,200 FEET SOUTH OF W.JCT. US-12 CHICAGO RD.,2-WAY,NB/SB,,238008.0,2.635,41.79777241,-85.42842227,15394.0,15394.0
20719,78-6612,Saint Joseph,STURGIS,(3) Other Principal Arterial,U,US-12(CHICAGO),,,,100 FT WEST OF M-66(CENTERVILLE),2-WAY,EB/WB,,232106.0,17.3,41.79805878,-85.42897959,11069.0,11069.0
20720,78-6613,Saint Joseph,STURGIS,(3) Other Principal Arterial,U,US-12 M-66(CHICAGO),,,,100 FT EAST OF M-66(CENTERVILLE),2-WAY,EB/WB,,232106.0,17.349,41.79816407,-85.42804103,12343.0,12343.0
20721,78-6614,Saint Joseph,STURGIS,(3) Other Principal Arterial,U,US-12(CHICAGO),,,,100 FT EAST OF M-66(NOTTAWA),2-WAY,EB/WB,,232106.0,17.852,41.79936995,-85.41843359,12069.0,12069.0
20722,78-6618,Saint Joseph,STURGIS,(3) Other Principal Arterial,U,US-12 M-66 CHICAGO,,,,100 FEET EAST OF CLAY ST.,2-WAY,EB/WB,,232106.0,17.703,41.79898922,-85.42127413,12725.0,12725.0
20723,78-6619,Saint Joseph,STURGIS,(3) Other Principal Arterial,U,US-12 M-66 CHICAGO,,,,100 FEET WEST OF CLAY ST.,2-WAY,EB/WB,,232106.0,17.68,41.79893398,-85.42171345,12887.0,12887.0
20724,78-6646,Saint Joseph,STURGIS,(3) Other Principal Arterial,U,US-12(E. CHICAGO),,,EAST OF,N Franks Ave,2-WAY,EB/WB,Primary,232106.0,18.891,41.80174011,-85.39856054,6254.0,6254.0
20725,78-7329,Saint Joseph,-,(3) Other Principal Arterial,R,US-12,,,WEST OF,Fairview Dr,2-WAY,EB/WB,Primary,232106.0,9.088,41.79711651,-85.58669065,8738.0,8738.0
20726,78-7602,Saint Joseph,THREE RIVERS,(4) Minor Arterial,U,US-131BR MAIN ST.,,,NW OF,M 60,2-WAY,NW/SE,Primary,228406.0,0.02,41.9442822,-85.63298014,6482.0,6482.0
20727,78-7605,Saint Joseph,Three Rivers,(4) Minor Arterial,U,M-86 MAIN ST.,,,NORTH OF,River St,2-WAY,NW/SE,Primary,228509.0,0.2986086,41.94029847,-85.62986432,5517.0,5517.0
20728,78-7609,Saint Joseph,THREE RIVERS,(4) Minor Arterial,U,M-60 JEFFERSON ST.,11th Ave,E Hoffman St,BETWEEN,11th Ave AND E Hoffman St,2-WAY,NB/SB,Primary,229201.0,0.684,41.95361029,-85.61942618,3339.0,3339.0
20729,79-0001,Tuscola,-,(5) Major Collector,R,M-138,,,NORTH OF,W Center St,2-WAY,NB/SB,Primary,3790717.0,9.376479,43.5297329,-83.5434859,782.0,782.0
20730,79-0002,Tuscola,VASSAR,(4) Minor Arterial,R,M-15,,,SE OF,Cottrell Rd,2-WAY,NW/SE,Primary,274603.0,11.89,43.37547912,-83.5982842,6263.0,6263.0
20731,79-0009,Tuscola,-,(4) Minor Arterial,R,M-24,,,SOUTH OF,M 46,2-WAY,NB/SB,Primary,274805.0,8.231,43.40785005,-83.38378317,3905.0,3905.0
20732,79-0010,Tuscola,-,(4) Minor Arterial,R,M-24,,,NORTH OF,M 46,2-WAY,NB/SB,Primary,274805.0,8.406,43.41037959,-83.38402135,5412.0,5412.0
20733,79-0018,Tuscola,-,(3) Other Principal Arterial,R,M-46,,,WEST OF,Saginaw Rd,2-WAY,EB/WB,Primary,270208.0,1.181,43.40725621,-83.67501331,5451.0,5451.0
20734,79-0019,Tuscola,-,(3) Other Principal Arterial,R,M-46,,,EAST OF,Saginaw Rd,2-WAY,EB/WB,Primary,270208.0,1.414,43.40726638,-83.67038265,5020.0,5020.0
20735,79-0020,Tuscola,-,(3) Other Principal Arterial,R,M-46,,,WEST OF,M 24,2-WAY,EB/WB,Primary,270208.0,15.727,43.40912658,-83.38605999,5283.0,5283.0
20736,79-0021,Tuscola,-,(3) Other Principal Arterial,R,M-46,,,EAST OF,M 24,2-WAY,EB/WB,Primary,270208.0,15.9,43.4091699,-83.38262255,4159.0,4159.0
20737,79-0023,Tuscola,CARO,(4) Minor Arterial,U,M-81,,,SW OF,Van Geisen Rd,2-WAY,NE/SW,Primary,267604.0,15.353,43.47966901,-83.40866801,9954.0,9954.0
20738,79-0024,Tuscola,CARO,(4) Minor Arterial,U,M-81,,,NE OF,M 24,2-WAY,NE/SW,Primary,267604.0,17.004,43.49690567,-83.38589025,15954.0,15954.0
20739,79-0027,Tuscola,UNIONVILLE,(4) Minor Arterial,R,M-24,,,SOUTH OF,Ainsworth Rd,2-WAY,NB/SB,Primary,274309.0,7.254,43.6431502,-83.46614503,2141.0,2141.0
20740,79-0030,Tuscola,-,(4) Minor Arterial,R,M-15,,,SOUTH OF,Hanes Rd,2-WAY,NW/SE,Primary,274603.0,8.215,43.3346014,-83.56601397,4920.0,4920.0
20741,79-0038,Tuscola,MILLINGTON,(4) Minor Arterial,R,M-15,,,NW OF,Worth St,2-WAY,NW/SE,Primary,274603.0,4.612,43.28892032,-83.53215144,4813.0,4813.0
20742,79-0056,Tuscola,KINGSTON,(3) Other Principal Arterial,R,M-46,Washington St,Cemetery Rd,BETWEEN,Washington St AND Cemetery Rd,2-WAY,EB/WB,Primary,270208.0,26.374,43.41315589,-83.17455449,3655.0,3655.0
20743,79-0057,Tuscola,REESE,(4) Minor Arterial,R,M-81,,,WEST OF,Van Buren Rd,2-WAY,EB/WB,Primary,267604.0,0.716,43.45058475,-83.68446842,7633.0,7633.0
20744,79-0059,Tuscola,-,(4) Minor Arterial,R,M-81,,,WEST OF,Vassar Rd,2-WAY,EB/WB,Primary,267604.0,5.588,43.45132391,-83.58757935,4057.0,4057.0
20745,79-0061,Tuscola,-,(4) Minor Arterial,U,M-81,,,SW OF,Dixon Rd,2-WAY,NE/SW,Primary,267604.0,13.883,43.46419444,-83.42875331,6565.0,6565.0
20746,79-0062,Tuscola,-,(4) Minor Arterial,R,M-81,,,NE OF,Colwood Rd,2-WAY,NE/SW,Primary,267604.0,20.224,43.53198369,-83.34475112,4669.0,4669.0
20747,79-0064,Tuscola,-,(4) Minor Arterial,U,M-81,,,SW OF,Colwood Rd,2-WAY,NE/SW,Primary,267604.0,19.535,43.52339471,-83.35105316,7500.0,7500.0
20748,79-0067,Tuscola,CASS CITY,(4) Minor Arterial,R,M-81,,,EAST OF,Koepfgen Rd,2-WAY,EB/WB,Primary,273004.0,22.209,43.60061161,-83.19316426,6879.0,6879.0
20749,79-0071,Tuscola,FAIRGROVE,(5) Major Collector,R,M-138,,,EAST OF,N Kirk Rd,2-WAY,EB/WB,Primary,271606.0,7.144,43.5234352,-83.55683446,1124.0,1124.0
20750,79-0072,Tuscola,FAIRGROVE,(5) Major Collector,R,M-138,,,SOUTH OF,W Darbee Rd,2-WAY,NB/SB,Primary,3790717.0,9.747565,43.53510892,-83.54359556,693.0,693.0
20751,79-0074,Tuscola,AKRON,(5) Major Collector,R,M-138,,,WEST OF,S Ringle Rd,2-WAY,EB/WB,Primary,272906.0,7.851,43.56622813,-83.52644583,972.0,972.0
20752,79-0075,Tuscola,Akron,(5) Major Collector,R,M-138,Cramer Rd,N Main St,BETWEEN,Cramer Rd AND N Main St,2-WAY,EB/WB,Primary,272906.0,8.92211,43.56645325,-83.50510601,781.0,781.0
20753,79-0087,Tuscola,CARO,(4) Minor Arterial,U,M-24,,,NORTH OF,M 81,2-WAY,NB/SB,Primary,266710.0,0.565,43.49723761,-83.38751966,5448.0,5448.0
20754,79-0088,Tuscola,-,(4) Minor Arterial,R,M-24,,,SOUTH OF,M 138,2-WAY,NB/SB,Primary,274309.0,1.899,43.56557336,-83.4645935,1831.0,1831.0
20755,79-0138,Tuscola,-,(5) Major Collector,R,M-138 THOMAS,,,SOUTH OF,M 138,2-WAY,NB/SB,,3790717.0,11.82589,43.56521776,-83.54423087,550.0,550.0
20756,79-1600,Tuscola,Fairgrove,(5) Major Collector,R,M 138,,,WEST OF,Main St,2-WAY,EB/WB,Primary,272906.0,8.409423,43.56635569,-83.51532062,1107.0,1107.0
20757,79-2602,Tuscola,CARO,(4) Minor Arterial,U,M-81 STATE ST.,E Frank St,S Almer St,BETWEEN,E Frank St AND S Almer St,2-WAY,NE/SW,Primary,267604.0,16.216,43.48868934,-83.39677675,15263.0,15263.0
20758,79-2608,Tuscola,CARO,(5) Major Collector,U,OLD M-24 FRANK,,,EAST OF,M 81,2-WAY,EB/WB,Primary,266803.0,0.472,43.48888069,-83.39629295,5014.0,5014.0
20759,79-2620,Tuscola,Caro,(4) Minor Arterial,U,M-24 ELLINGTON,,,NORTH OF,E Dayton Rd,2-WAY,NB/SB,Primary,266710.0,0.0321327,43.48952991,-83.38699972,6310.0,6310.0
20760,79-2625,Tuscola,CARO,(4) Minor Arterial,U,M-81 STATE,,,SW OF,E Sherman St,2-WAY,NE/SW,Primary,267604.0,16.422,43.4908397,-83.39393458,9654.0,9654.0
20761,79-3612,Tuscola,CASS CITY,(4) Minor Arterial,R,M-81,,,EAST OF,Brooker St,2-WAY,EB/WB,Primary,273004.0,22.922,43.6008181,-83.17895343,8021.0,8021.0
20762,79-4002,Tuscola,FAIRGROVE,(5) Major Collector,R,M-138 CENTER,,,WEST OF,Main St,2-WAY,EB/WB,Primary,271606.0,7.757,43.52357601,-83.54463022,1239.0,1239.0
20763,79-5001,Tuscola,-,(5) Major Collector,R,Bay City Forestv,,,WEST OF,McEldowney Rd,2-WAY,EB/WB,Primary,274406.0,9.416,43.65662448,-83.27851966,886.0,886.0
20764,79-5002,Tuscola,-,(5) Major Collector,R,Cemetery,River Rd,Koch Rd,BETWEEN,River Rd AND Koch Rd,2-WAY,NB/SB,Primary,270105.0,11.755,43.5835785,-83.17379598,2553.0,2553.0
20765,79-5003,Tuscola,-,(5) Major Collector,R,Dodge,,,SOUTH OF,Kelly Rd,2-WAY,NB/SB,Primary,271201.0,5.38,43.56243815,-83.23181475,597.0,597.0
20766,79-5004,Tuscola,-,(5) Major Collector,R,COLLING RD,,,NORTH OF,W Akron Rd,2-WAY,NB/SB,Primary,270805.0,6.12,43.57013083,-83.40991389,558.0,558.0
20767,79-5005,Tuscola,-,(5) Major Collector,R,DICKERSON RD,,,EAST OF,Sheridan Rd,2-WAY,EB/WB,Primary,274405.0,5.972,43.61023484,-83.48260479,1129.0,1129.0
20768,79-5006,Tuscola,-,(5) Major Collector,R,Deckerville,,,WEST OF,Dodge Rd,2-WAY,EB/WB,Primary,3790639.0,10.802,43.51232117,-83.24885678,1811.0,1811.0
20769,79-5007,Tuscola,-,(5) Major Collector,R,Hurds Corner,Dickerson Rd,Hoppe Rd,BETWEEN,Dickerson Rd AND Hoppe Rd,2-WAY,NB/SB,Primary,269804.0,20.438,43.61948571,-83.29351059,599.0,599.0
20770,79-5008,Tuscola,-,(5) Major Collector,R,Hurds Corner,,,NORTH OF,Little Rd,2-WAY,NB/SB,Primary,269804.0,15.58,43.54914729,-83.29081963,833.0,833.0
20771,79-5009,Tuscola,-,(5) Major Collector,R,FAIRGROVE RD,,,EAST OF,Merry Rd,2-WAY,EB/WB,Primary,271606.0,9.675,43.52379508,-83.5064412,1572.0,1572.0
20772,79-5010,Tuscola,-,(6) Minor Collector,R,GILFORD RD,,,EAST OF,S Graf Rd,2-WAY,EB/WB,,274208.0,13.089,43.49479867,-83.43851501,1400.0,1400.0
20773,79-5011,Tuscola,-,(5) Major Collector,R,Bevens,,,EAST OF,Froede Rd,2-WAY,EB/WB,Primary,270809.0,8.386,43.45533991,-83.2389341,1051.0,1051.0
20774,79-5012,Tuscola,-,(5) Major Collector,R,Kingston,,,NORTH OF,Barret Rd,2-WAY,NB/SB,Primary,274806.0,1.584,43.43591184,-83.18661558,1047.0,1047.0
20775,79-5013,Tuscola,-,(5) Major Collector,R,Kingston,,,SOUTH OF,Denhoff Rd,2-WAY,NB/SB,Primary,270203.0,1.478,43.39039326,-83.18591078,879.0,879.0
20776,79-5014,Tuscola,CARO,(4) Minor Arterial,U,ALMER ST,,,NORTH OF,W Burnside St,2-WAY,NB/SB,Primary,266502.0,0.735,43.4922595,-83.39716662,818.0,818.0
20777,79-5015,Tuscola,Koylton,(5) Major Collector,R,Marlette,,,WEST OF,Koylette Rd,2-WAY,EB/WB,Primary,1018902.0,0.6812467,43.32732022,-83.10688532,2857.0,2857.0
20778,79-5016,Tuscola,-,(5) Major Collector,R,Clifford,,,WEST OF,Hurds Corner Rd,2-WAY,NW/SE,Primary,269909.0,0.674,43.33071463,-83.29012662,1219.0,1219.0
20779,79-5017,Tuscola,-,(5) Major Collector,R,SCHOTT ST,,,SOUTH OF,Mills Rd,2-WAY,NB/SB,Primary,268510.0,0.41,43.32825853,-83.35232955,1049.0,1049.0
20780,79-5019,Tuscola,-,(5) Major Collector,R,Fostoria,,,SOUTH OF,W Murphy Lake Rd,2-WAY,NB/SB,Primary,268308.0,3.541,43.28603453,-83.37326253,1116.0,1116.0
20781,79-5020,Tuscola,-,(5) Major Collector,R,Millington,Sheridan Rd,N Lake Rd,BETWEEN,Sheridan Rd AND N Lake Rd,2-WAY,EB/WB,Primary,268104.0,12.048,43.27983273,-83.45692297,2433.0,2433.0
20782,79-5021,Tuscola,-,(5) Major Collector,R,North Lake,,,SOUTH OF,Barnes Rd,2-WAY,NB/SB,Primary,268602.0,1.691,43.25755078,-83.43176768,939.0,939.0
20783,79-5022,Tuscola,-,(5) Major Collector,R,Sheridan,Murphy Lake Rd,Swaffer Rd,BETWEEN,Murphy Lake Rd AND Swaffer Rd,2-WAY,NB/SB,Primary,268205.0,5.45,43.30143014,-83.48135148,2549.0,2549.0
20784,79-5023,Tuscola,-,(5) Major Collector,R,BIRCH RUN RD,N Belsay Rd,Vassar Rd,BETWEEN,N Belsay Rd AND Vassar Rd,2-WAY,EB/WB,Primary,268103.0,5.21,43.25164861,-83.5926358,3821.0,3821.0
20785,79-5024,Tuscola,-,(5) Major Collector,R,IRISH RD,,,SOUTH OF,Birch Run Rd,2-WAY,NB/SB,Primary,3790617.0,1.241,43.24064066,-83.55881654,1096.0,1096.0
20786,79-5025,Tuscola,-,(5) Major Collector,R,VASSAR RD,,,NORTH OF,Hasco Rd,2-WAY,NB/SB,Primary,267909.0,7.372,43.32957805,-83.58359955,1074.0,1074.0
20787,79-5026,Tuscola,-,(5) Major Collector,R,BRAY RD,,,SOUTH OF,Swaffer Rd,2-WAY,NB/SB,Primary,268002.0,5.498,43.30142785,-83.66260362,2482.0,2482.0
20788,79-5027,Tuscola,-,(5) Major Collector,R,ORMES RD,,,WEST OF,Buell Rd,2-WAY,EB/WB,Primary,268709.0,3.253,43.32162794,-83.63127866,1993.0,1993.0
20789,79-5028,Tuscola,-,(5) Major Collector,R,Frankenmuth,,,EAST OF,Hart Rd,2-WAY,EB/WB,Primary,268804.0,1.35,43.33616468,-83.67151443,1354.0,1354.0
20790,79-5029,Tuscola,-,(5) Major Collector,R,SAGINAW RD,,,NW OF,Sheridan Rd,2-WAY,EB/WB,Primary,274705.0,4.45,43.35534361,-83.4940867,2642.0,2642.0
20791,79-5030,Tuscola,-,(5) Major Collector,R,Hart,,,SOUTH OF,Waterman Rd,2-WAY,NB/SB,Primary,3790063.0,4.431,43.38984589,-83.67981999,817.0,817.0
20792,79-5031,Tuscola,-,(5) Major Collector,R,VASSAR RD,,,NORTH OF,Van Geisen Rd,2-WAY,NB/SB,Primary,270402.0,6.422,43.48590705,-83.58183232,760.0,760.0
20793,79-5032,Tuscola,-,(5) Major Collector,R,Ringle,,,NORTH OF,Wilder Rd,2-WAY,NB/SB,Primary,270409.0,2.469,43.42977794,-83.52245183,1055.0,1055.0
20794,79-5033,Tuscola,-,(5) Major Collector,R,Chambers,,,NORTH OF,W Bliss Rd,2-WAY,NB/SB,Primary,1884401.0,1.695,43.43268839,-83.4446333,1872.0,1872.0
20795,79-5034,Tuscola,-,(5) Major Collector,U,FRANK ST,W Washington St,Gardner Ave,BETWEEN,W Washington St AND Gardner Ave,2-WAY,EB/WB,Primary,266307.0,0.248,43.48877741,-83.40198157,1526.0,1526.0
20796,79-5035,Tuscola,-,(5) Major Collector,U,KESTER ST,W Caro Rd,S Colling Rd,BETWEEN,W Caro Rd AND S Colling Rd,2-WAY,NE/SW,Primary,1884408.0,0.111,43.47762044,-83.408874,187.0,187.0
20797,79-5036,Tuscola,-,(5) Major Collector,U,COLLING RD,Empire Dr,Kester St,BETWEEN,Empire Dr AND Kester St,2-WAY,NB/SB,Primary,1884407.0,0.592,43.47548193,-83.40639881,1149.0,1149.0
20798,79-5037,Tuscola,-,(5) Major Collector,U,PROSPECT DR,,,SE OF,M 81,2-WAY,NW/SE,Primary,1884405.0,0.134,43.47156807,-83.41567775,1570.0,1570.0
20799,79-5039,Tuscola,CARO,(5) Major Collector,U,MONTAGUE AVE,Howard St,Alexander St,BETWEEN,Howard St AND Alexander St,2-WAY,NW/SE,Primary,266603.0,0.169,43.48694898,-83.3942528,275.0,275.0
20800,79-5041,Tuscola,-,(5) Major Collector,R,COLWOOD RD,,,SOUTH OF,Hobart Rd,2-WAY,NB/SB,Primary,272007.0,8.621,43.63534729,-83.35275351,1357.0,1357.0
20801,79-5042,Tuscola,-,(5) Major Collector,R,DAYTONA RD,,,SOUTH OF,Riley Rd,2-WAY,NW/SE,Primary,271008.0,1.002,43.46735242,-83.32804315,1561.0,1561.0
20802,79-5111,Tuscola,CARO,(5) Major Collector,U,SHERMAN RD,,,WEST OF,N Almer St,2-WAY,EB/WB,Primary,266405.0,0.471,43.4933455,-83.39774281,452.0,452.0
20803,79-5602,Tuscola,Fremont,(4) Minor Arterial,R,M-24,,,SE OF,Fulton St,2-WAY,NW/SE,Primary,274805.0,2.422,43.34022463,-83.35242888,3706.0,3706.0
20804,79-5612,Tuscola,Wells,(5) Major Collector,R,E Dayton Rd,S Murray Rd,Curry Rd,BETWEEN,S Murray Rd AND Curry Rd,2-WAY,NW/SE,Primary,3790685.0,0.996,43.44163825,-83.30139777,675.0,675.0
20805,79-6604,Tuscola,MILLINGTON,(4) Minor Arterial,R,M-15 STATE,,,NORTH OF,Main St,2-WAY,NB/SB,Primary,274603.0,4.074,43.2814271,-83.52979674,6493.0,6493.0
20806,79-8064,Tuscola,Caro,(4) Minor Arterial,U,Gilford Rd,,,WEST OF,N State St,2-WAY,EB/WB,Primary,274208.0,15.40816,43.49540266,-83.39236789,1811.0,1811.0
20807,79-8069,Tuscola,-,(4) Minor Arterial,R,M-24 (BIEBEL RD),Luder Rd,N Colling Rd,BETWEEN,Luder Rd AND N Colling Rd,2-WAY,EB/WB,Primary,3790500.0,0.717,43.5170315,-83.40263422,2981.0,2981.0
20808,79-8601,Tuscola,UNIONVILLE,(3) Other Principal Arterial,R,M-25 BAY ST.,,,WEST OF,Center St,2-WAY,EB/WB,Primary,272803.0,13.16982,43.65349266,-83.46660459,5793.0,5793.0
20809,79-8605,Tuscola,Columbia,(4) Minor Arterial,R,M-24 CENTER,,,SOUTH OF,Bay St,2-WAY,NB/SB,Primary,274309.0,7.933738,43.65299737,-83.4663294,2511.0,2511.0
20810,79-9601,Tuscola,VASSAR,(4) Minor Arterial,R,M-15 HURON ST.,,,NW OF,Goodrich St,2-WAY,NW/SE,Primary,274603.0,10.898,43.3705606,-83.58014663,9920.0,9920.0
20811,79-9609,Tuscola,VASSAR,(4) Minor Arterial,R,M-15,Arch St,Butler St,BETWEEN,Arch St AND Butler St,2-WAY,NB/SB,Primary,274603.0,10.684,43.36751771,-83.58006073,6227.0,6227.0
20812,79-9610,Tuscola,VASSAR,(4) Minor Arterial,R,M-15(HURON),,,,S.E. OF BRADY ST.,2-WAY,NW/SE,,274603.0,11.573,43.3735074,-83.59259736,8345.0,8345.0
20813,79-9615,Tuscola,VASSAR,(4) Minor Arterial,R,M-15(HURON),,,WEST OF,S West St,2-WAY,NW/SE,Primary,274603.0,11.402,43.37243138,-83.58953844,7568.0,7568.0
20814,80-0001,Van Buren,-,(1) Interstate,R,I-94 OFF RAMP,E I 94,County Road 365,BETWEEN,E I 94 AND County Road 365,RAMP,EB,Primary,580903.0,0.128,42.19589548,-86.05379112,570.0,570.0
20815,80-0002,Van Buren,-,(1) Interstate,R,I-94 ON RAMP,County Road 365,E I 94,BETWEEN,County Road 365 AND E I 94,RAMP,NE,Primary,580904.0,0.121,42.19577815,-86.05305141,1379.0,1379.0
20816,80-0003,Van Buren,-,(1) Interstate,R,I-94 OFF RAMP,W I 94,County Road 365,BETWEEN,W I 94 AND County Road 365,RAMP,WB,Primary,581007.0,0.104,42.19757292,-86.05297572,1280.0,1280.0
20817,80-0007,Van Buren,South Haven,(1) Interstate,U,N I 196/Phoenix OFF LOOP,N I 196,Phoenix Rd,BETWEEN,N I 196 AND Phoenix Rd,RAMP,NB,Primary,5500223.0,0.088,42.40487344,-86.25085066,518.0,518.0
20818,80-0009,Van Buren,-,(6) Minor Collector,U,8th Ave,,,EAST OF,Blue Star Hwy,2-WAY,EB/WB,Primary,578204.0,1.263825,42.38896632,-86.25887442,710.0,710.0
20819,80-0010,Van Buren,SOUTH HAVEN,(3) Other Principal Arterial,U,I-196BL,,,SOUTH OF,Aylworth Ave,2-WAY,NB/SB,Primary,578110.0,1.419,42.38831268,-86.26897808,4287.0,4287.0
20820,80-0012,Van Buren,-,(6) Minor Collector,U,Aylworth Ave,S Bailey Ave,Blue Star Hwy,BETWEEN,S Bailey Ave AND Blue Star Hwy,2-WAY,EB/WB,,578204.0,1.083868,42.38889772,-86.2623898,474.0,474.0
20821,80-0013,Van Buren,South Haven,(4) Minor Arterial,U,Superior St,,,SOUTH OF,Erie St,2-WAY,NB/SB,,590410.0,0.2397748,42.3996141,-86.2690518,320.0,320.0
20822,80-0014,Van Buren,-,(4) Minor Arterial,R,M-40,,,SOUTH OF,M 43,2-WAY,NB/SB,Primary,579901.0,17.724,42.30054913,-85.878785,5285.0,5285.0
20823,80-0015,Van Buren,-,(4) Minor Arterial,R,M-40,,,NORTH OF,M 43,2-WAY,NB/SB,Primary,579901.0,18.045,42.30520091,-85.87878372,5784.0,5784.0
20824,80-0017,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,M-43,,,SOUTH OF,Aylworth Ave,2-WAY,NW/SE,Primary,578301.0,0.63,42.38858316,-86.2640048,5046.0,5046.0
20825,80-0020,Van Buren,-,(4) Minor Arterial,U,M-43,,,NORTH OF,Aylworth Ave,2-WAY,NB/SB,Primary,578301.0,0.603,42.38896023,-86.2640922,3668.0,3668.0
20826,80-0022,Van Buren,Almena,(4) Minor Arterial,R,M-43,,,EAST OF,M 40,2-WAY,EB/WB,Primary,578301.0,22.9043,42.30291535,-85.87196101,10267.0,10267.0
20827,80-0029,Van Buren,-,(4) Minor Arterial,R,M-51,,,EAST OF,54th St,2-WAY,EB/WB,Primary,579407.0,3.728,42.09938428,-86.06432556,2906.0,2906.0
20828,80-0034,Van Buren,South Haven,(4) Minor Arterial,U,Superior St,,,EAST OF,Broadway St,2-WAY,EB/WB,,578305.0,0.1920556,42.39955678,-86.27029391,778.0,778.0
20829,80-0042,Van Buren,-,(1) Interstate,R,I-94 ON RAMP,County Road 365,W I 94,BETWEEN,County Road 365 AND W I 94,RAMP,SW,Primary,581006.0,0.151,42.19734085,-86.05365508,594.0,594.0
20830,80-0043,Van Buren,-,(1) Interstate,R,I-196 OFF RAMP,N I 196,32nd Ave,BETWEEN,N I 196 AND 32nd Ave,RAMP,NB,Primary,580710.0,0.232,42.29976188,-86.30797879,604.0,604.0
20831,80-0044,Van Buren,-,(1) Interstate,R,I-196 ON RAMP,32nd Ave,S I 196,BETWEEN,32nd Ave AND S I 196,RAMP,SB,Primary,580803.0,0.069,42.30114915,-86.31149676,597.0,597.0
20832,80-0045,Van Buren,-,(1) Interstate,R,I-196 ON RAMP,32nd Ave,N I 196,BETWEEN,32nd Ave AND N I 196,RAMP,NB,Primary,580801.0,0.111,42.30279209,-86.30631762,317.0,317.0
20833,80-0046,Van Buren,-,(1) Interstate,R,I-196 OFF RAMP,S I 196,32nd Ave,BETWEEN,S I 196 AND 32nd Ave,RAMP,SB,Primary,580804.0,0.228,42.30376843,-86.30943381,241.0,241.0
20834,80-0055,Van Buren,-,(5) Major Collector,R,M-140,,,SOUTH OF,I 196 Crossover,2-WAY,NB/SB,Primary,577905.0,8.367,42.36370918,-86.26838037,5738.0,5738.0
20835,80-0058,Van Buren,DECATUR,(4) Minor Arterial,R,M-51,,,NE OF,45th St,2-WAY,NE/SW,Primary,579407.0,7.79,42.10222561,-85.98687501,3657.0,3657.0
20836,80-0059,Van Buren,-,(4) Minor Arterial,R,M-51,,,NORTH OF,E Edgar Bergan Blvd,2-WAY,NB/SB,Primary,579407.0,9.26711,42.11524599,-85.9651976,6382.0,6382.0
20837,80-0063,Van Buren,-,(4) Minor Arterial,R,M-40,,,SOUTH OF,1st Ave,2-WAY,NB/SB,Primary,580601.0,5.941,42.41331571,-85.862622,4972.0,4972.0
20838,80-0064,Van Buren,-,(4) Minor Arterial,R,M-43,,,SE OF,16th Ave,2-WAY,NW/SE,Primary,578301.0,3.751,42.35716652,-86.22038395,7009.0,7009.0
20839,80-0065,Van Buren,-,(4) Minor Arterial,R,M-43,,,SE OF,66th St,2-WAY,NW/SE,Primary,578301.0,6.513,42.33335216,-86.17940444,5765.0,5765.0
20840,80-0066,Van Buren,BANGOR,(4) Minor Arterial,R,M-43,,,NW OF,Hamilton Ave,2-WAY,NW/SE,Primary,578301.0,9.673,42.31670406,-86.12389663,6567.0,6567.0
20841,80-0074,Van Buren,-,(4) Minor Arterial,R,M-40,,,NORTH OF,88th Ave,2-WAY,NB/SB,Primary,579901.0,2.556,42.09933888,-85.85099955,3333.0,3333.0
20842,80-0083,Van Buren,-,(5) Major Collector,R,M-152,,,EAST OF,70th St,2-WAY,EB/WB,Primary,579208.0,0.136,42.0859331,-86.22021938,3207.0,3207.0
20843,80-0086,Van Buren,-,(4) Minor Arterial,U,M-40,,,SE OF,S Lagrave St,2-WAY,NW/SE,Primary,579901.0,10.018,42.2000202,-85.87178501,8375.0,8375.0
